"customerID","Churn"
"9480-BQJEI","No"
"9283-LZQOH","Yes"
"7079-QRCBC","Yes"
"6048-UWKAL","No"
"9851-QXEEQ","Yes"
"6281-FKEWS","No"
"8898-KASCD","No"
"9290-SHCMB","No"
"0743-HNPFG","No"
"9809-IMGCQ","Yes"
"8016-ZMGMO","No"
"8605-ITULD","No"
"3254-YRILK","Yes"
"2667-WYLWJ","Yes"
"3195-TQDZX","No"
"1728-CXQBE","No"
"5014-GSOUQ","No"
"5724-BIDBU","No"
"1769-GRUIK","No"
"7427-AUFPY","No"
"2811-POVEX","No"
"1092-GANHU","Yes"
"7898-PDWQE","No"
"9972-EWRJS","No"
"5799-JRCZO","No"
"2924-KHUVI","No"
"1925-GMVBW","No"
"7881-EVUAD","Yes"
"9207-ZPANB","No"
"5766-XQXMQ","Yes"
"1656-DRSMG","No"
"3012-VFFMN","No"
"0640-YJTPY","No"
"8096-LOIST","No"
"9764-REAFF","No"
"4881-GQJTW","No"
"7905-NJMXS","No"
"2091-GPPIQ","No"
"6326-MTTXK","Yes"
"5071-FBJFS","No"
"2429-AYKKO","No"
"9798-OPFEM","No"
"3794-NFNCH","No"
"7114-AEOZE","No"
"2886-KEFUM","Yes"
"5522-NYKPB","No"
"9957-YODKZ","No"
"6518-KZXCB","No"
"2245-ADZFJ","No"
"7776-QGYJC","No"
"9313-QOLTZ","No"
"9651-GTSAQ","Yes"
"3186-BAXNB","Yes"
"4672-FOTSD","No"
"9818-XQCUV","No"
"7338-ERIVA","No"
"1157-BQCUW","Yes"
"8259-NFJTV","No"
"4751-ERMAN","No"
"1436-ZMJAN","No"
"3292-PBZEJ","No"
"0799-DDIHE","No"
"3070-FNFZQ","No"
"2812-SFXMJ","No"
"5014-WUQMG","No"
"5312-TSZVC","No"
"0993-OSGPT","No"
"1205-WNWPJ","Yes"
"7108-DGVUU","No"
"2782-JEEBU","No"
"5127-BZENZ","No"
"2720-FVBQP","No"
"9906-NHHVC","No"
"4522-XRWWI","No"
"3766-EJLFL","No"
"5939-SXWHM","No"
"7643-RCHXS","No"
"8387-MOJJT","Yes"
"0620-XEFWH","No"
"6485-QXWWE","No"
"7321-VGNKU","No"
"7552-KEYGT","No"
"5816-JMLGY","No"
"3068-OMWZA","Yes"
"2927-QRRQV","No"
"7459-RRWQZ","Yes"
"6265-SXWBU","No"
"7941-RCJOW","No"
"6374-NTQLP","No"
"4154-AQUGT","Yes"
"3584-WKTTW","No"
"3813-DHBBB","No"
"6518-PPLMZ","No"
"8017-LXHFA","Yes"
"6022-KOUQO","No"
"6352-TWCAU","Yes"
"2361-UPSND","No"
"2929-QNSRW","Yes"
"1262-OPMFY","Yes"
"6267-DCFFZ","No"
"2439-LYPMQ","No"
"4248-QPAVC","Yes"
"9995-HOTOH","No"
"1371-OJCEK","No"
"4690-LLKUA","Yes"
"2351-RRBUE","No"
"9469-WEJBT","No"
"3331-HQDTW","Yes"
"9490-DFPMD","Yes"
"2581-VKIRT","No"
"5442-XSDCW","Yes"
"7426-WEIJX","No"
"2851-MMUTZ","No"
"3049-NDXFL","Yes"
"3307-TLCUD","No"
"7963-GQRMY","Yes"
"4163-KIUHY","No"
"1228-FZFRV","Yes"
"3500-NSDOA","No"
"1171-TYKUR","No"
"3761-FLYZI","No"
"2058-DCJBE","Yes"
"5364-XYIRR","Yes"
"8388-DMKAE","No"
"4403-BWPAY","No"
"5405-ZMYXQ","No"
"1442-OKRJE","No"
"4737-AQCPU","No"
"9158-VCTQB","Yes"
"3283-WCWXT","No"
"5451-MHQOF","No"
"9225-BZLNZ","No"
"0354-VXMJC","No"
"9365-SRSZE","No"
"4735-BJKOU","No"
"0274-JKUJR","No"
"5740-YHGTW","No"
"1696-MZVAU","No"
"7359-WWYJV","No"
"0375-HVGXO","Yes"
"4906-ZHGPK","No"
"8593-WHYHV","Yes"
"1298-PHBTI","No"
"6223-DHJGV","No"
"6097-EQISJ","Yes"
"4423-YLHDV","Yes"
"8158-WPEZG","No"
"0107-YHINA","Yes"
"4918-FYJNT","No"
"0727-BNRLG","No"
"4854-CIDCF","No"
"8640-SDGKB","Yes"
"3280-MRDOF","No"
"6435-SRWBJ","No"
"9964-WBQDJ","No"
"6303-KFWSL","No"
"0386-CWRGM","No"
"2081-VEYEH","No"
"6407-UTSLV","No"
"4116-TZAQJ","Yes"
"9060-HJJRW","No"
"2587-YNLES","No"
"7398-SKNQZ","No"
"1958-RNRKS","No"
"9705-IOVQQ","No"
"1015-OWJKI","No"
"7511-YMXVQ","Yes"
"7551-JOHTI","Yes"
"8646-JCOMS","No"
"1222-KJNZD","No"
"0106-GHRQR","No"
"5318-IXUZF","Yes"
"8952-WCVCD","No"
"3963-RYFNS","No"
"4137-JOPHL","No"
"2057-BOYKM","No"
"1803-BGNBD","No"
"0134-XWXCE","No"
"6950-TWMYB","No"
"5848-FHRFC","No"
"2511-MORQY","No"
"6519-CFDBX","No"
"3902-MIVLE","No"
"0409-WTMPL","No"
"8763-KIAFH","No"
"3669-WHAFY","No"
"7156-MHUGY","Yes"
"7198-GLXTC","Yes"
"2007-QVGAW","No"
"5207-PLSTK","No"
"2307-FYNNL","No"
"2155-AMQRX","No"
"6181-AXXYF","No"
"5091-HFAZW","No"
"0516-VRYBW","Yes"
"2519-LBNQL","No"
"8380-PEFPE","Yes"
"5687-DKDTV","Yes"
"1568-LJSZU","No"
"7530-HDYDS","Yes"
"7789-HKSBS","No"
"7416-CKTEP","No"
"2586-CWXVV","No"
"2348-KCJLT","No"
"5922-ABDVO","Yes"
"2474-LCNUE","No"
"6650-VJONK","No"
"2178-PMGCJ","No"
"7492-TAFJD","No"
"2773-MADBQ","No"
"7860-KSUGX","No"
"8966-KZXXA","No"
"6910-HADCM","Yes"
"4816-LXZYW","Yes"
"9606-PBKBQ","Yes"
"5149-QYTTU","No"
"2070-XYMFH","No"
"2085-BOJKI","No"
"0817-HSUSE","No"
"5442-PPTJY","No"
"1927-QEWMY","No"
"1663-MHLHE","No"
"5663-QBGIS","No"
"4450-MDZFX","No"
"6701-DHKWQ","No"
"7554-AKDQF","No"
"3536-IQCTX","Yes"
"4911-BANWH","Yes"
"8496-EJAUI","Yes"
"0794-YVSGE","No"
"5423-BHIXO","No"
"6908-VVYHM","No"
"2959-EEXWB","No"
"7321-KKSDU","No"
"3402-XRIUO","No"
"3132-TVFDZ","Yes"
"8286-AFUYI","No"
"8080-DDEMJ","Yes"
"8356-WUAOJ","No"
"6365-MTGZX","Yes"
"1349-WXNGG","Yes"
"8058-DMYRU","No"
"6990-YNRIO","Yes"
"8958-JPTRR","No"
"6959-GQEGV","No"
"3173-WSSUE","No"
"1265-HVPZB","No"
"4115-UMJFQ","No"
"1098-KFQEC","No"
"7190-XHTWJ","No"
"0621-TWIEM","Yes"
"3537-RYBHH","No"
"2485-ITVKB","Yes"
"3669-OYSJI","Yes"
"1612-EOHDH","Yes"
"6702-OHFWR","Yes"
"5296-BFCYD","No"
"4510-PYUSH","Yes"
"7517-SAWMO","Yes"
"7054-LGEQW","Yes"
"0523-VNGTF","No"
"7064-FRRSW","No"
"7940-UQQUG","No"
"0923-PNFUB","Yes"
"3961-SXAXY","No"
"3566-HJGPK","No"
"3062-ICYZQ","No"
"0973-KYVNF","No"
"5129-HHMZC","No"
"9637-CDTKZ","No"
"7873-CVMAW","No"
"0463-WZZKO","No"
"3494-JCHRQ","Yes"
"6474-FVJLC","Yes"
"5832-EXGTT","No"
"8840-DQLGN","Yes"
"7217-JYHOQ","No"
"6695-FRVEC","No"
"4547-LYTDD","Yes"
"8069-YQQAJ","No"
"6770-XUAGN","Yes"
"4193-ORFCL","Yes"
"1636-NTNCO","No"
"3466-WAESX","No"
"3638-VBZTA","No"
"7776-QWNFX","Yes"
"6689-TCZHQ","Yes"
"0754-EEBDC","No"
"1951-IEYXM","No"
"3318-NMQXL","No"
"3143-ILDAL","Yes"
"2361-FJWNO","No"
"2272-UOINI","No"
"8232-UTFOZ","No"
"6637-KYRCV","No"
"5668-MEISB","No"
"0129-QMPDR","No"
"7188-CBBBA","No"
"5356-CSVSQ","No"
"3221-CJMSG","No"
"4720-VSTSI","Yes"
"3219-JQRSL","No"
"3946-MHCZW","Yes"
"8201-AAXCB","No"
"7696-CFTAT","No"
"1845-CSBRZ","No"
"2123-VSCOT","No"
"4566-GOLUK","Yes"
"2484-DGXPZ","Yes"
"2018-QKYGT","No"
"4587-NUKOX","Yes"
"7297-DVYGA","No"
"2239-CGBUZ","No"
"0854-UYHZD","No"
"7243-LCGGZ","No"
"8267-KFGYD","No"
"9261-WDCAF","No"
"3764-MNMOI","No"
"7442-YGZFK","No"
"0420-BWTPW","Yes"
"8183-ONMXC","Yes"
"8466-PZBLH","No"
"9614-RMGHA","Yes"
"8735-IJJEG","No"
"5054-IEXZT","Yes"
"5834-ASPWA","Yes"
"0701-RFGFI","No"
"0019-EFAEP","No"
"5619-PTMIK","No"
"3737-XBQDD","No"
"4445-KWOKW","No"
"7967-HYCDE","No"
"3723-BFBGR","No"
"5110-CHOPY","No"
"5445-UTODQ","Yes"
"9675-ICXCT","No"
"1024-VRZHF","Yes"
"4703-MQYKT","No"
"9497-QCMMS","Yes"
"5692-ICXLW","No"
"2208-MPXIO","No"
"1960-UYCNN","No"
"0348-SDKOL","Yes"
"7710-JSYOA","No"
"5419-KLXBN","Yes"
"9885-MFVSU","No"
"4514-GFCFI","Yes"
"0607-MVMGC","No"
"3365-SAIGS","No"
"9828-AOQLM","Yes"
"8022-BECSI","No"
"9993-LHIEB","No"
"7615-ESMYF","Yes"
"3858-VOBET","Yes"
"3977-QCRSL","No"
"0017-DINOC","No"
"1447-PJGGA","Yes"
"9139-WQQDY","Yes"
"0224-HJAPT","Yes"
"8086-OVPWV","Yes"
"9430-FRQOC","Yes"
"7639-OPLNG","No"
"3074-GQWYX","Yes"
"6845-RGTYS","Yes"
"7328-OWMOM","No"
"5155-AZQPB","No"
"8861-HGGKB","Yes"
"7065-YUNRY","Yes"
"7694-VLBWQ","Yes"
"2546-KZAAT","No"
"0181-RITDD","No"
"4795-KTRTH","Yes"
"1488-PBLJN","No"
"0308-GIQJT","No"
"3778-FOAQW","No"
"4452-ROHMO","No"
"6481-OGDOO","Yes"
"3090-LETTY","No"
"8305-VHZBZ","Yes"
"9720-JJJOR","No"
"8100-HZZLJ","No"
"8775-ERLNB","No"
"8309-IEYJD","No"
"3546-GHEAE","No"
"7361-YPXFS","No"
"6557-BZXLQ","No"
"2550-QHZGP","No"
"2538-OIMXF","No"
"8543-MSDMF","No"
"9961-JBNMK","Yes"
"1170-SASML","No"
"4872-JCVCA","No"
"5346-BZCHP","No"
"2038-LLMLM","No"
"9734-UYXQI","Yes"
"1216-BGTSP","No"
"2189-UXTKY","Yes"
"0744-BIKKF","No"
"5248-KWLAR","No"
"4958-GZWIY","Yes"
"7996-MHXLW","No"
"7833-PKIHD","No"
"7061-OVMIM","No"
"5153-RTHKF","No"
"1852-QSWCD","No"
"4832-VRBMR","No"
"8624-GIOUT","Yes"
"3392-EHMNK","No"
"5986-WWXDV","No"
"3061-BCKYI","No"
"6179-GJPSO","Yes"
"7901-TBKJX","No"
"7228-PAQPD","No"
"7746-QYVCO","No"
"5804-HYIEZ","No"
"9919-FZDED","No"
"5934-TSSAU","No"
"3486-KHMLI","No"
"1084-UQCHV","Yes"
"8290-YWKHZ","Yes"
"2955-BJZHG","Yes"
"3806-DXQOM","Yes"
"6784-XYJAE","No"
"6661-EIPZC","No"
"2251-PYLPB","No"
"5555-RNPGT","No"
"1057-FOGLZ","No"
"9300-RENDD","Yes"
"0761-AETCS","Yes"
"8087-LGYHQ","No"
"2190-BCXEC","No"
"6227-FBDXH","No"
"2153-MREFK","Yes"
"2911-WDXMV","No"
"7206-PQBBZ","No"
"0925-VYDLG","Yes"
"4547-FZJWE","No"
"7422-WNBTY","No"
"0842-IWYCP","No"
"3373-DIUUN","No"
"8984-HPEMB","No"
"4139-DETXS","No"
"9779-DPNEJ","No"
"9805-FILKB","No"
"5793-YOLJN","No"
"0673-IGUQO","No"
"4123-FCVCB","No"
"8819-IMISP","No"
"8311-UEUAB","No"
"5858-EAFCZ","No"
"1163-ONYEY","No"
"9787-XVQIU","Yes"
"6082-OQFBA","No"
"8051-HJRLT","Yes"
"8974-OVACP","No"
"1379-FRVEB","No"
"8612-GXIDD","No"
"6288-CHQJB","No"
"8160-HOWOX","No"
"3023-GFLBR","Yes"
"4223-BKEOR","No"
"4079-VTGLK","No"
"1763-WQFUK","No"
"8894-JVDCV","No"
"1345-GKDZZ","No"
"5628-FCGYG","No"
"7978-DKUQH","No"
"4335-UPJSI","No"
"0524-IAVZO","Yes"
"1784-EZDKJ","No"
"9297-FVVDH","No"
"8007-YYPWD","No"
"5159-YFPKQ","Yes"
"5453-YBTWV","No"
"5039-LZRQT","No"
"2931-VUVJN","No"
"9061-TIHDA","Yes"
"8699-ASUFO","Yes"
"6418-PIQSP","No"
"8220-OCUFY","No"
"3995-WFCSM","No"
"7927-AUXBZ","Yes"
"2626-VEEWG","No"
"2878-RMWXY","No"
"1657-DYMBM","No"
"7375-WMVMT","No"
"1136-XGEQU","No"
"2530-FMFXO","No"
"6844-DZKRF","No"
"4695-WJZUE","Yes"
"7619-ODSGN","Yes"
"5970-GHJAW","No"
"3689-MOZGR","No"
"4195-PNGZS","No"
"5003-XZWWO","No"
"7622-FWGEW","No"
"8548-AWOFC","No"
"9798-DRYDS","No"
"8532-UEFWH","No"
"6296-DDOOR","No"
"7951-VRDVK","No"
"4815-YOSUK","No"
"2659-VXMWZ","Yes"
"7216-EWTRS","Yes"
"4365-MSDYN","No"
"7036-TYDEC","No"
"8076-FEZKJ","No"
"8337-MSSXB","Yes"
"4312-GVYNH","No"
"8495-LJDFO","No"
"5494-WOZRZ","No"
"1302-UHBDD","No"
"8378-LKJAF","No"
"8182-BJDSI","Yes"
"1153-GNOLC","No"
"0788-DXBFY","No"
"3597-YASZG","No"
"3496-LFSZU","No"
"5242-UOWHD","No"
"6479-SZPLM","No"
"8097-VBQTZ","No"
"4500-HKANN","No"
"9917-KWRBE","No"
"2212-LYASK","No"
"1393-IMKZG","No"
"8069-RHUXK","No"
"3398-GCPMU","No"
"2908-WGAXL","No"
"3378-AJRAO","No"
"7181-BQYBV","Yes"
"9554-DFKIC","No"
"5527-ACHSO","No"
"1399-UBQIU","No"
"1813-JLKWR","No"
"0336-PIKEI","No"
"7322-OCWHC","No"
"9537-VHDTA","No"
"4957-TIALW","No"
"9150-HEPMB","No"
"9030-QGZNL","No"
"6204-IEUXJ","Yes"
"3126-WQMGH","No"
"4529-CKBCL","Yes"
"2506-CLAKW","Yes"
"7176-WRTNX","No"
"1583-IHQZE","Yes"
"5732-IKGQH","No"
"9239-GZHZE","No"
"4140-MUHUG","Yes"
"0093-EXYQL","No"
"8064-RAVOH","No"
"0320-JDNQG","Yes"
"7180-PISOG","Yes"
"9168-INPSZ","No"
"0015-UOCOJ","No"
"5334-AFQJB","No"
"2754-SDJRD","No"
"9578-VRMNM","Yes"
"1587-FKLZB","Yes"
"6140-QNRQQ","Yes"
"8963-JLGJT","No"
"4307-KTUMW","Yes"
"1465-LNTLJ","No"
"5440-FLBQG","Yes"
"4056-QHXHZ","No"
"7488-MXJIV","Yes"
"9339-FIIJL","No"
"2027-FECZV","Yes"
"6177-PEVRA","No"
"7579-KKLOE","No"
"7245-NIIWQ","No"
"0002-ORFBO","No"
"3324-OIRTO","No"
"5414-OFQCB","No"
"4967-WPNCF","No"
"8552-OBVRU","No"
"8499-BRXTD","No"
"9154-QDGTH","No"
"8197-BFWVU","No"
"2577-GVSIL","No"
"9367-OIUXP","No"
"1187-WILMM","No"
"9776-OJUZI","No"
"1306-RPWXZ","No"
"8949-JTMAY","Yes"
"2774-LVQUS","Yes"
"3097-PYWXL","No"
"0869-PAPRP","No"
"4238-JSSWH","No"
"2972-YDYUW","No"
"1104-FEJAM","No"
"2809-ILCYT","No"
"5499-ECUTN","No"
"9121-PHQSR","No"
"3113-IWHLC","No"
"3211-ILJTT","Yes"
"4612-THJBS","Yes"
"4094-NSEDU","Yes"
"4304-TSPVK","No"
"2637-FKFSY","No"
"0020-INWCK","No"
"7089-RKVSZ","No"
"2683-JXWQQ","No"
"9548-ZMVTX","No"
"8739-XNIKG","No"
"9755-JHNMN","No"
"9424-CMPOG","No"
"3450-WXOAT","No"
"6974-DAFLI","No"
"5103-MHMHY","Yes"
"7989-AWGEH","No"
"4373-VVHQL","No"
"1846-XWOQN","Yes"
"6650-BWFRT","No"
"9570-KYEUA","No"
"6993-YGFJV","No"
"2712-SYWAY","No"
"0730-BGQGF","No"
"5498-IBWPI","No"
"9101-NTIXF","No"
"0013-SMEOE","No"
"9308-ANMVE","No"
"2884-GBPFB","Yes"
"3757-NJYBX","Yes"
"3413-DHLPB","No"
"3787-TRIAL","No"
"1247-QBVSH","No"
"9822-OAOVB","No"
"6161-ERDGD","No"
"7318-EIVKO","No"
"3771-PZOBW","No"
"6486-LHTMA","No"
"4083-BFNYK","No"
"3722-WPXTK","Yes"
"7176-WIONM","No"
"1089-HDMKP","No"
"0310-SUCIN","No"
"5197-PYEPU","No"
"2929-ERCFZ","Yes"
"7548-SEPYI","Yes"
"8835-VSDSE","Yes"
"6619-RPLQZ","No"
"3503-TYDAY","No"
"6901-GOGZG","No"
"9898-KZQDZ","Yes"
"8982-NHAVY","No"
"4307-KWMXE","No"
"0141-YEAYS","No"
"2450-ZKEED","No"
"3694-DELSO","No"
"9603-OAIHC","No"
"1133-KXCGE","No"
"0142-GVYSN","No"
"7854-FOKSF","Yes"
"2519-FAKOD","Yes"
"8406-LNMHF","No"
"1821-BUCWY","No"
"8314-DPQHL","No"
"7089-IVVAZ","Yes"
"2171-UDMFD","No"
"9802-CAQUT","No"
"1254-IZEYF","Yes"
"0187-WZNAB","No"
"1357-MVDOZ","No"
"7602-MVRMB","No"
"3325-FUYCG","Yes"
"5908-QMGOE","Yes"
"1197-BVMVG","No"
"5406-KGRMX","No"
"8481-YYXWG","Yes"
"5968-HYJRZ","No"
"5198-EFNBM","No"
"7516-GMHUV","No"
"7706-YLMQA","No"
"2585-KTFRE","No"
"7994-UYIVZ","No"
"2609-IAICY","Yes"
"1740-CSDJP","Yes"
"7717-BICXI","No"
"6559-RAKOZ","No"
"4716-MRVEN","No"
"2143-LJULT","No"
"1323-OOEPC","Yes"
"6164-HXUGH","No"
"0320-DWVTU","No"
"7878-JGDKK","No"
"0397-GZBBC","Yes"
"7641-EUYET","Yes"
"6476-EPYZR","No"
"9921-ZVRHG","Yes"
"1174-FGIFN","No"
"6620-HVDUJ","No"
"4701-MLJPN","Yes"
"7641-TQFHN","No"
"9206-GVPEQ","Yes"
"8622-ZLFKO","No"
"1596-BBVTG","Yes"
"6188-UXBBR","No"
"2333-KWEWW","No"
"5702-SKUOB","No"
"1134-YWTYF","No"
"0679-TDGAK","No"
"6585-WCEWR","No"
"9067-YGSCA","No"
"8433-WXGNA","Yes"
"1776-SPBWV","No"
"8735-SDUFN","No"
"9668-PUGNU","No"
"9405-GPBBG","No"
"1926-QUZNN","No"
"3707-GNWHM","Yes"
"7016-NVRIC","No"
"9565-AXSMR","No"
"8922-LIEGH","Yes"
"8869-LIHMK","No"
"8245-UMPYT","Yes"
"5186-SAMNZ","Yes"
"5788-YPOEG","No"
"0661-KBKPA","No"
"9081-WWXKP","No"
"3133-PZNSR","No"
"5766-ZJYBB","Yes"
"8931-GJJIQ","Yes"
"4277-PVRAN","Yes"
"0722-SVSFK","No"
"3612-YVGSJ","No"
"9825-YCXWZ","No"
"5397-NSKQG","No"
"8565-HBFNN","No"
"2000-DHJUY","No"
"0203-HHYIJ","Yes"
"8670-ERCJH","No"
"7758-UJWYS","No"
"7055-JCGNI","No"
"0952-KMEEH","Yes"
"0654-PQKDW","No"
"7175-NTIXE","No"
"7963-SHNDT","No"
"9796-BPKIW","No"
"0188-GWFLE","No"
"8129-GMVGI","No"
"3547-LQRIK","No"
"5843-TTHGI","No"
"8868-GAGIO","No"
"4061-UKJWL","No"
"8263-QMNTJ","No"
"8178-EYZUO","Yes"
"5130-IEKQT","Yes"
"7996-BPXHY","No"
"3227-WLKLI","No"
"0407-BDJKB","Yes"
"9600-UDOPK","Yes"
"9153-BTBVV","No"
"1074-AMIOH","No"
"0354-WYROK","Yes"
"4361-FEBGN","No"
"7748-UMTRK","No"
"6463-MVYRY","No"
"9624-EGDEQ","No"
"5849-ASHZJ","No"
"7576-OYWBN","Yes"
"4526-ZJJTM","No"
"8384-FZBJK","No"
"3096-YXENJ","No"
"1265-BCFEO","No"
"5945-AZYHT","No"
"8325-QRPZR","No"
"6384-VMJHP","No"
"7730-CLDSV","No"
"1135-HIORI","No"
"6481-ESCNL","No"
"1790-NESIO","No"
"1550-EENBN","No"
"5539-TMZLF","Yes"
"4323-SADQS","Yes"
"5202-IVJNU","Yes"
"8198-RKSZG","No"
"9297-EONCV","No"
"4588-YBNIB","Yes"
"1069-QJOEE","No"
"3336-JORSO","Yes"
"7799-DSEWS","No"
"5315-CKEQK","No"
"3130-ICDUP","No"
"0820-FNRNX","No"
"4611-ANLQC","No"
"4213-HKBJO","No"
"2792-LSHWX","No"
"5028-GZLDO","Yes"
"0014-BMAQU","No"
"6861-XWTWQ","Yes"
"9018-PCIOK","No"
"4837-QUSFT","No"
"6877-TJMBR","Yes"
"9953-ZMKSM","No"
"7665-NKLAV","No"
"6769-DCQLI","Yes"
"4391-LNRXK","No"
"8250-ZNGGW","No"
"2195-ZRVAX","Yes"
"3550-SAHFP","Yes"
"5893-PYOLZ","No"
"4986-MXSFP","No"
"6131-FOYAS","No"
"3027-YNWZU","No"
"5609-IMCGG","No"
"4873-ILOLJ","Yes"
"2725-KXXWT","Yes"
"9565-DJPIB","Yes"
"4328-VUFWD","No"
"3166-PNEOF","No"
"5639-NTUPK","No"
"8780-YRMTT","No"
"5140-FOMCQ","No"
"6242-SGYTS","No"
"8414-OOEEL","No"
"8454-AATJP","No"
"2150-OEGBV","No"
"8429-XIBUM","Yes"
"1855-CFULU","No"
"4878-BUNFV","No"
"1872-EBWSC","No"
"2608-BHKFN","Yes"
"7341-LXCAF","Yes"
"6997-UVGOX","No"
"9462-MJUAW","Yes"
"8128-YVJRG","Yes"
"5781-BKHOP","No"
"4283-FUTGF","Yes"
"5213-TWWJU","No"
"8628-MFKAX","No"
"7629-WIXZF","No"
"5445-GLVOT","No"
"2466-NEJOJ","No"
"0254-KCJGT","No"
"5472-CVMDX","No"
"6461-SZMCV","No"
"8150-QUDFX","No"
"9508-ILZDG","No"
"2346-DJQTB","No"
"1697-LYYYX","No"
"4231-LZUYM","No"
"7598-UAASY","Yes"
"8510-AWCXC","Yes"
"6128-AQBMT","No"
"3594-BDSOA","No"
"5133-VRSAB","No"
"0484-JPBRU","No"
"0244-LGNFY","No"
"4295-YURET","No"
"3426-NIYYL","Yes"
"8225-BTJAU","Yes"
"4635-EJYPD","No"
"1866-ZSLJM","No"
"4636-TVXVG","No"
"4236-UJPWO","No"
"9392-XBGTD","No"
"6402-SSEJG","No"
"1110-KYLGQ","No"
"9929-PLVPA","No"
"3518-PZXZQ","No"
"2371-JUNGC","No"
"0924-BJCRC","No"
"5074-FBGHB","No"
"2351-BKRZW","No"
"2323-ARSVR","No"
"0815-MFZGM","No"
"4826-XTSOH","Yes"
"8295-FHIVV","No"
"2495-INZWQ","Yes"
"9086-YJYXS","No"
"1179-INLAT","No"
"7909-FIOIY","No"
"4139-SUGLD","Yes"
"6351-SCJKT","No"
"5468-BPMMO","No"
"5624-BQSSA","Yes"
"0197-PNKNK","No"
"2439-QKJUL","No"
"1194-SPVSP","No"
"2408-WITXK","Yes"
"8929-KSWIH","No"
"2250-IVBWA","No"
"1810-MVMAI","No"
"9506-UXUSK","No"
"1229-RCALF","No"
"3572-UOLYZ","No"
"1429-UYJSV","No"
"5577-OTWWW","Yes"
"6100-QQHEB","Yes"
"6366-XIVKZ","No"
"3470-OBUET","No"
"2770-NSVDG","No"
"2634-HCZGT","Yes"
"7503-QQRVF","Yes"
"4860-YZGZM","No"
"6599-GZWCM","No"
"2691-NZETQ","Yes"
"5533-NHFRF","No"
"4760-THGOT","No"
"7295-JOMMD","Yes"
"6584-VQMYT","No"
"9838-BFCQT","No"
"2790-XUYMV","No"
"0581-MDMPW","No"
"5013-SBUIH","Yes"
"1023-BQXZE","No"
"9163-GHAYE","No"
"3904-UKFRE","No"
"0709-TVGUR","Yes"
"0058-EVZWM","No"
"6023-YEBUP","Yes"
"7209-JCUDS","Yes"
"7009-PCARS","No"
"0519-DRGTI","No"
"1017-FBQMM","No"
"3001-CBHLQ","Yes"
"1985-MBRYP","No"
"6158-DWPZT","Yes"
"9372-TXXPS","No"
"3259-QMXUN","No"
"6645-MXQJT","No"
"4360-QRAVE","No"
"8433-WPJTV","No"
"3763-GCZHZ","Yes"
"6484-LATFU","No"
"0772-GYEQQ","Yes"
"0536-ACXIP","No"
"4831-EOBFE","Yes"
"1575-KRZZE","No"
"4102-OQUPX","Yes"
"7610-TVOPG","No"
"3638-DIMPH","No"
"8559-WNQZS","No"
"1699-UOTXU","No"
"2454-RPBRZ","Yes"
"0635-WKOLD","No"
"4518-FZBSX","No"
"5387-ASZNZ","No"
"7299-GNVPL","No"
"9371-BITHB","No"
"2265-CYWIV","Yes"
"9093-FPDLG","No"
"6985-HAYWX","No"
"7508-KBIMB","No"
"2277-DJJDL","No"
"1897-OKVMW","No"
"0233-FTHAV","No"
"4644-PIZRT","No"
"8922-NPKBJ","No"
"7771-CFQRQ","No"
"9512-PHSMG","No"
"6963-EZQEE","No"
"2004-OCQXK","Yes"
"4146-SVFUD","No"
"3617-XLSGQ","No"
"7517-LDMPS","No"
"7244-KXYZN","No"
"2672-HUYVI","Yes"
"1400-WIVLL","No"
"7508-MYBOG","Yes"
"8148-NLEGT","No"
"0148-DCDOS","Yes"
"8347-GDTMP","No"
"9992-RRAMN","Yes"
"6746-WAUWT","No"
"0310-MVLET","Yes"
"4550-VBOFE","Yes"
"2187-PKZAY","No"
"6652-YFFJO","No"
"7225-IILWY","No"
"7923-IYJWY","No"
"3170-GWYKC","No"
"5696-QURRL","Yes"
"7409-KIUTL","Yes"
"9830-ECLEN","No"
"0495-RVCBF","Yes"
"2668-TZSPS","No"
"7854-EDSSA","Yes"
"8869-TORSS","Yes"
"7446-SFAOA","No"
"8234-GSZYK","No"
"6505-OZNPG","No"
"6164-HAQTX","No"
"0679-IDSTG","Yes"
"1658-TJVOA","No"
"4692-NNQRU","No"
"7742-MYPGI","No"
"0611-DFXKO","Yes"
"7780-OTDSO","Yes"
"9619-GSATL","No"
"5622-UEJFI","No"
"9747-DDZOS","Yes"
"0674-DGMAQ","No"
"6203-HBZPA","No"
"0484-FFVBJ","No"
"0301-FIDRB","No"
"4139-JPIAM","No"
"2181-TIDSV","No"
"2761-XECQW","No"
"1936-CZAKF","No"
"9453-PATOS","No"
"0564-JJHGS","Yes"
"4402-FTBXC","No"
"2931-XIQBR","No"
"1930-QPBVZ","No"
"2606-PKWJB","No"
"5322-ZSMZY","No"
"8059-UDZFY","No"
"7740-BTPUX","No"
"5220-AGAAX","No"
"0208-BPQEJ","No"
"3352-ALMCK","No"
"5312-IRCFR","No"
"8802-UNOJF","Yes"
"6313-GIDIT","Yes"
"6176-YJWAS","No"
"4526-EXKKN","No"
"3987-KQDDU","No"
"3404-JNXAX","No"
"5131-PONJI","No"
"2845-AFFTX","Yes"
"3489-VSFRD","No"
"3345-JHUEO","No"
"5815-HGGHV","No"
"5260-UMPWX","No"
"2249-YPRNG","Yes"
"7410-YTJIK","Yes"
"4626-GYCZP","Yes"
"2576-HXMPA","No"
